"";"cluster";"present_in_n_genomes";"cluster_type_manual";"Afumigatus";"Aoryzae";"Aniger"
"4597";6362;3;"core";"AFUA_5G08610";"AO090005001503";"1137841;1063439;214620;1029807;1125523;1092930;1125521;1125522;1177228;1186753;1153687;1159632;1109884;1109885;1109886;1068694;1093641;1166889;1093380;1065560;1146353"
"4598";6347;2;"accessory";"AFUA_1G14700";"AO090003000496";""
"4599";6359;3;"core";"AFUA_3G12010";"AO090003000763";"1152309;1135980;1215161;1215163;1175316;175357;1088951;1089847;1059453;1067097;1088962;1065222;1215165"
"4600";6099;3;"core";"AFUA_6G10880";"AO090012000150";"55916;1138943;1167736;1154370;1096502;1096788;1066585;1063491;1187651;1111612;1111610;1111611;1178356;1223395;1068505;1096033;1127259;1127257;1127258;1160177;1147127"
"4601";6377;1;"singleton";"";"";"1152446;1088420;1078896;1122763;1158709;1107126;1165637;1215727;1136179;1215726"
"4602";6384;3;"core";"AFUA_1G01812";"AO090026000207";"1101853;1117464;1117463;1150018;1132319;1182365;1171545;1082819;1082568;1083352;1075992;1077151;1076331;1156847;1117465;1101854;124797;1162692;172579;1101852"
"4603";6388;3;"core";"AFUA_1G06290";"AO090001000418";"1179620;1155237;1097398;1059224;1140173;1226781;1226780;1097427;1097032;1077659;1071434;1113421;1129068;1129070;1129069;1113422;1113423;1188600"
"4604";6386;3;"core";"AFUA_2G09450";"AO090011000744";"1065895;1062184;1186443;1092395;1092369;1159406;45610;1092232;1176823;1124846;1124847;1124845;1219159;1166589;1109216;1137449;1109214;1109215;1059547;1146087;1153388"
"4605";6184;2;"accessory";"AFUA_8G00770";"";"1164490;1151621;1158007;1174105;1184245;1211867;1105143;1105142;1105141;1134814;1120780;1120781;1120779"
"4606";6379;1;"singleton";"";"";"39319;1154826;1225054;1095770;1178969;1095128;1067827;1139545;1062862;1095486;1066154"
"4607";6382;1;"singleton";"";"";"1164603;1184364;1212245;1134943;1174239;1158069;1151693;1212246;180876"
"4608";6392;3;"core";"AFUA_1G05320";"AO090003000829";"1132185;1205219;1171404;1182241;1142532;1162576"
"4609";6302;2;"accessory";"AFUA_2G00930";"AO090701000886";""
"4610";5594;2;"accessory";"AFUA_3G01120";"AO090026000005";""
"4611";6241;2;"accessory";"AFUA_8G00840";"AO090023000465";""
"4612";6315;3;"core";"AFUA_1G10660";"AO090038000353";"1179975;1188926;1140513;1168937;1227566;122329"
"4613";6393;1;"singleton";"";"";"1219756;1093461;1109565;1067766;194090;1219758;1153520;1159516;1186615;1177022;1137644;1219757;1166754;1219759;1125200"
"4614";6277;2;"accessory";"";"AO090012000385";"1088598;1070108;37347;1152467;1175550;1076504;1136206;1088735;1089588;1066215"
"4615";890;2;"accessory";"";"AO090012000003";"1082440;1083222;1171944;1150243;1102371;1102370;1102372;1084201;1117981;1117979;1117980;1182694;1077075;1072058;1157031;35640;1206643;1074658;1132706;1163005"
"4616";6237;3;"core";"AFUA_4G12930";"AO090009000294";"1171710;1182508;55346;1008087;1142769;1132480"
"4617";6407;3;"core";"AFUA_3G00340;AFUA_4G02720";"AO090010000724;AO090010000622;AO090102000171";"1152070;1214097;1106141;1121777;1165138;1135589;1214095;1088905;1076620;173507;1090159;1174912;1072049;1214099;1184921;1106142;1106143;1078256;1121779;1121778;1088411;1144758;1158380"
"4618";6177;1;"singleton";"";"";"1062405;1149679;1081958;1082136;44900;1066083;1082258;1170956;1059953;1131754"
"4619";6405;3;"core";"AFUA_5G09620";"AO090020000591";"1164539;1134865;40056;1184293;1212019;1120857;1120855;1120856;1087397;1087668;1087759;1072665;1070724;1072269;1174156"
"4620";6404;3;"core";"AFUA_5G12920";"AO090120000414";"1081604;1081531;1081366;1100700;1071361;1100699;1100698;1074476;1116303;1116302;1116304;1203186;184554;1149475;1170613;1181665;1203182;1156426;1203178;1131436;1162055;1074434"
"4621";6409;3;"core";"AFUA_6G13380";"AO090003000465";"1189320;1161131;1098152;1097907;1097978;1140979;1114305;1114304;1114306;1129958;1129957;1129956;1169309;1071713;1180457;1074087;207787;1228680;1076592;1155603"
"4622";6410;1;"singleton";"";"";"1150238;1102367;1102368;1102369;1163004;1008985;1075903;1182693;1117978;1117976;1117977;1157030;1132701;35646;1073895;1084145;1069003;1171939;1083615;1083394"
"4623";5942;3;"core";"AFUA_4G12470";"AO090009000459";"1162791;1182468;51873;1171663;1132435"
"4624";6408;2;"accessory";"";"AO090038000177";"1164192;1183926;1210828;1173659;140813;1143900;1134388"
"4625";6406;1;"singleton";"";"";"1152835;1064176;1066802;1090463;1176055;1090476;1068834;122685;1136696;1090577"
"4626";6419;2;"accessory";"AFUA_1G09900";"";"1168876;1227398;1188858;1179897;38549;1140443"
"4627";5056;3;"core";"AFUA_2G12030";"AO090026000444";"1185021;1158440;1175031;1214428;1165231;1121965;1121964;1106327;1106326;1135701;1152140;1088329;1062008;1088445;121703;1062230;1214422;1088433;1062780;1121963;1106328;1144839"
"4628";6188;3;"core";"AFUA_5G07670";"AO090701000671";"1134249;1173512;1183821;1210466;1164093;200638;1143830"
"4629";5517;3;"core";"AFUA_3G08470";"AO090005001427";"1185536;1152521;1089732;1145327;1023611;1067739;1122957;1122958;1122956;1158768;1088273;1165727;1107321;1107320;55633;1107322;1060590;1136301;1175646;1059725;1089325;1023613;1145328;1215965"
"4630";6431;1;"singleton";"";"";"1111004;1111002;1154123;1187322;1094184;1167428;1126647;1094401;1032794;1126646;1067446;1126648;1146847;1159993;1177915;1138514;1068411;190616;1094713;1074109;1111003"
"4631";6432;1;"singleton";"";"";"1154351;1065090;1178331;1061946;1138916;1096610;1096795;1061563;139986;1095585"
"4632";6341;1;"singleton";"";"";"1070925;178942;1096455;1145751;1139593"
"4633";6434;3;"core";"AFUA_2G04550";"AO090003000254";"1112037;1127684;1224113;1160312;1063986;1096000;208751;1187853;1095344;1127682;1066580;1067934;1095172;1167929;1127683;1224111;1178615;1139194;1112036;1112035;1154546"
"4634";6429;1;"singleton";"";"";"1184167;1174006;1164419;1211617;1144068;1134722"
"4635";5650;3;"core";"AFUA_6G09190";"AO090001000597";"1224840;1095205;1063485;1096044;1224839;1128052;1112404;1224838;1188029;1168094;1160433;1139446;1063006;1096888;1128053;1128051;53008;1178873;1112403;1112405;1154729;1063690;1036359"
"4636";6439;1;"singleton";"";"";"1069943;1155808;1141282;1099069;1180768;1098503;1065326;1098838;1077697;37705"
"4637";6436;3;"core";"AFUA_8G04110;AFUA_8G06560;AFUA_1G00440";"AO090103000025";"1125110;1125109;1125108;1028986;1092377;1109473;1109474;1109475;1066601;1067913;1166723;1137600;1176977;1153482;1159488;1186582;1092483;1092540;1061722;214458;1028996;1028976;1146216;1146217;1146214;1146215"
"4638";6428;2;"accessory";"";"AO090011000231";"1215556;1158677;1107022;1122659;1069687;1090049;197679;1152404"
"4639";5243;2;"accessory";"";"AO090003000424";"1080333;1200456;141117;1069865;1200457;1148793;1061664;1079704;1080010;1200455;1130442;1200454;1062728;1169570"
"4640";6443;1;"singleton";"";"";"1164992;1213482;1070058;1088347;1105794;1151910;1184769;1174704;1089042;1088435;1121430;1121431;1121432;1213477;1158263;1073436;174816;1105793;1078962;1105795;1144642;1135391"
"4641";5522;2;"accessory";"AFUA_1G14120";"";"196077;1150277;1076376;1171988;1118044;1142946;1083398;1157055;1118042;1118043;1182724;1132745;1074396;1102435;1102434;1102433;1163033;1084231;1082334;1072672;1009102"
"4642";6444;3;"core";"AFUA_5G12110";"AO090120000327";"1200882;1161391;1068829;1155980;1099376;1114981;1114980;1114979;1099377;1180960;1148943;1169767;1080506;1200886;1099378;43389;1080249;1079711;1074501;1078558;1130627"
"4643";6207;3;"core";"AFUA_3G03190";"AO090020000277";"1118644;1118643;1118642;1207679;1084442;1133151;1103029;1103027;1103028;1172400;1084813;1085109;1163311;1150557;1157247;43823;1071402;1072046;1183008;1077053;1169578;1148800;1061580;1080609;1062911;1079720;188577;1080224;1063860;1130449"
"4644";5823;3;"core";"AFUA_5G09420";"AO090020000561";"1134222;1164071;1183798;1173483;40493;1143809;1143810;1210393"
"4645";6453;3;"core";"AFUA_3G01370;AFUA_5G13290";"AO090701000456;AO090009000049";"1170941;1181917;1156581;54838;1131739;1005120;1082017;1081948;1149669;1060924;1162278;1068405;1101149;1101150;1101148;1116758;1116757;1116756;1082228;1074635;1142253"
"4646";6452;3;"core";"AFUA_1G05800";"AO090009000347";"1147809;1140071;1168543;1038670;1179514;1113268;1113267;1113266;1188503;1128912;1128914;1128913;211983;1038673;1097310;1097305;1155182;1097488;1075169;1072153;1078357;1147810;1147811;1160756"
"4647";6454;3;"core";"AFUA_4G01500";"AO090005000289";"1160646;1225896;1097553;1075405;1155048;1112992;1139869;1188329;1070752;1112991;1225893;1168380;1128639;1097337;1179303;1200684;1148868;1200683;1080142;1062594;43489;1079981;1065987;1200685;1130532;1200686;211780;1128640"
"4648";6455;1;"singleton";"";"";"1211327;1064551;1157915;1104911;1151471;1086212;1211330;1087007;1164329;1120544;1134577;1104912;1060978;1173852;1066663;1104913;1184075;1120545;1087040;182540;1120543"
"4649";6460;3;"core";"AFUA_2G16060";"AO090012000194";"1184014;1211123;1173778;1157876;1086864;1061231;1134504;1164271;1104804;1151423;215068;1120436"
"4650";6458;1;"singleton";"";"";"1213510;1089830;1158268;1121446;1151923;1077311;1165000;1213514;1135408;1071939;1174722;1213512;1105808;1184777;1121444;1121445;1089744;1090237;132154;1077253;1105807;1105809"
"4651";5741;3;"core";"AFUA_6G07910";"AO090003000142;AO090003000143";"1223916;1139125;1160282;1095477;1111946;1111945;1154497;1223920;1096590;1127592;1178549;1060877;1127591;1064532;1167887;1187810;199203;1223914;1147278"
"4652";6451;3;"core";"AFUA_3G08170";"AO090005001460";"1136270;1215899;1152504;1060826;1065147;1122900;1107266;1089189;1122901;1122902;1107265;1185504;1175613;1107264;1158750;1089725;37407;1090141;1074586;1165697"
"4653";6459;3;"core";"AFUA_4G12000";"AO090003001009";"1205847;1101948;1132388;1162751;1150055;1062597;1083126;1117557;1101947;1101946;1083882;1171616;1059145;1182429;1117555;1117556;1083263;1066584;35964;1156880"
"4654";6464;1;"singleton";"";"";"1160150;1111536;1111537;1187617;1178285;1154316;1095055;1095039;1127182;1138870;1223256;1127183;1068872;1059492;1167701;1127181;1223255;1111535;1094984;1068821;1147095;51512"
"4655";6462;2;"accessory";"";"AO090026000748";"1160681;1128702;1097007;1071066;1155096;1188374;1113054;1179369;1168423;1139932;186977;1226059"
"4656";6457;1;"singleton";"";"";"1155224;1097133;1097410;1097254;1113385;1179593;1074507;1188577;1129032;1129033;1129034;1140146;1168611;187975;1069685;1079093;1113386;1113387;1160795"
"4657";6470;1;"singleton";"";"";"1160949;1155385;1140527;1188938;1179988;176706;1227613"
"4658";5498;2;"accessory";"";"AO090138000175";"1153099"
"4659";6020;2;"accessory";"AFUA_4G01000";"AO090003001386;AO090010000736";""
"4660";6466;3;"core";"AFUA_3G13240";"AO090012000809";"1165571;1061419;1158656;1022733;55604;1089759;1185370;1106963;1106965;1106964;1122601;1122600;1122599;1145188;1152382;1145189;1175433;1069980;1072475;1089567;1088556;1136094"
"4661";6398;3;"core";"AFUA_5G03910";"AO090102000596";"1161608;1170046;1181191;1001549;122778;1130893;1141622"
"4662";3252;2;"accessory";"AFUA_5G14880";"";"1170344;1170343;1131177"
"4663";6374;2;"accessory";"";"AO090038000050";"1133696;1085718;1085575;1172951;1150933;186062;1085437;1079076;1079078;1074053"
"4664";6208;2;"accessory";"AFUA_4G07430";"";"1138291;1221685;50560;1187126;1177682;1167245"
"4665";6484;2;"accessory";"";"AO090010000748";"1151526;1157945;1164364;1120634;40280;1087477;1134631;1071053;1173907;1104999;1184112;1064954;1186959;1063169;1110337;1110338;1110339;1153891;191636;1177504;1093744;1093493;1221098;1125978;1167084;1125976;1125977;1093261;1138109;1159784;1211468"
"4666";6483;1;"singleton";"";"";"1160803;1075921;1226762;1155233;1113408;1096961;1179611;187784;1168627;1140164;1188593;1097147;1097185;1226765;1129057;1129056;1071730;1075433;1113410;1113409;1129055"
"4667";5010;3;"core";"AFUA_5G00960";"AO090026000375";"1090490;1091038;50972;1065850;1152788;1064031;1136636;1061448;1090759;1175994"
"4668";5862;3;"core";"AFUA_4G07020";"AO090023000884";"1154265;1160111;1187530;1094874;1094835;1178175;1127047;1127048;1127046;45912;1094954;1222986;1222984;1138767;1167624;1072346;1069818;1074180;1154532;1154553;1178597;1111398;1111397;1111399;1095736;1095793;1096423;140694;1079286;1079290;1079562;1139176"
"4669";6485;3;"core";"AFUA_6G10280";"AO090023000278";"1139008;47819;1187699;1147159;1178422;1034818;1147160;1167782"
"4670";5718;3;"core";"AFUA_1G10890";"AO090038000321";"1155395;1180002;47622;1140540"
"4671";6491;1;"singleton";"";"";"1093834;44019;1067320;1187297;1177879;1222232;1061174;1094085;1110964;1126608;1222234;1167405;1138480;1154102"
"4672";6401;2;"accessory";"AFUA_2G17840";"AO090001000146";""
"4673";6492;1;"singleton";"";"";"1065310;1152802;1136654;1090926;1176012;1176011;45045"
"4674";6482;1;"singleton";"";"";"1099034;1141047;37939;1155657;1098882;1098021;1073608;1074324;1180527;1074140"
"4675";6442;3;"core";"AFUA_6G01820";"AO090009000522";"1173161;186735;1151033;1157587;1183541;1209507;1085554;1209510;1119649;1104023;1119650;1209513;1085655;1061536;1104024;1079005;1104025;1085455;1119651;1077461;1163826;1133903;1143587"
"4676";4645;3;"core";"AFUA_3G13150";"AO090012000818";"1089414;1158653;173250;1089986;1122588;1122589;1175426;1061037;1185365;1215462;1106953;1106952;1062285;1152378;1088218;1106951;1122587;1063391;1136087"
"4677";6128;3;"core";"AFUA_6G05350";"AO090701000002";"1134016;1157644;53364;1173272;1143635;1013526;1119812;1104187;1104185;1151142;1104186;1119814;1183603;1119813;1087056;1086414;1086631;1074422;1073234;1072037;1013534;1143636;1163887"
"4678";6487;3;"core";"AFUA_7G05320";"AO090005000260";"1164509;1134835;1174126;48500;1087399;1211953;1070988;1211952"
"4679";6493;1;"singleton";"";"";"1182611;1206370;1162922;1132597;1206372;1206364;1083284;1150159;1206368;1156970;1117800;35756;1102191;1060927;1084088;1060685;1117801;1102192;1171834"
"4680";6488;3;"core";"AFUA_6G08050";"AO090003000121";"1154454;1139065;1096604;1063539;1096039;1067898;1167834;1167833;1111831;1111832;1111833;1035122;1187753;1187754;1160244;199133;1127478;1127477;1127476;1063066;1096008;1035128;1147215;1178484"
"4681";4443;2;"accessory";"";"AO090001000109;AO090023000410";"1171952;1078368;1150249;1083739;1082893;1071454;46385;1132713"
"4682";3637;3;"core";"AFUA_2G08380;AFUA_2G08370";"AO090011000863";"1077354;1157433;1150807;1085157;1183250;1119200;1119199;1163545;1172725;1103584;1208651;1133471;1103583;1085286;1076702;186422;1208653;1143372;1143370;1143371;1172724;1163544;1183249;1011813;1133470;128428"
"4683";5331;1;"singleton";"";"";"1209536;1133911;1085135;1085688;1085327;1209537;201822;1209538;1151039;1079014;1079260;1079028;1173168"
"4684";6513;1;"singleton";"";"";"1104621;1157796;1120252;1104620;1183883;182143;1120251;1086814;1210664;1173587;1151305;1134322;1164154;1079155;1079158;1078908;1210662;1086582;1104619;1120253;1086264"
"4685";5874;2;"accessory";"";"AO090001000112";"1083100;1118416;1150406;1163202;1083465;1118415;1118414;1182898;170319;1172193;1207330;1082813;1157171;1102804;1132943;1071731;1102802;1102803;1071450;1076455"
"4686";6515;1;"singleton";"";"";"53849;1080903;1100507;1066245;1080783;1100506;1131312;1149390;1061950;1116111;1116112;1156361;1202842;1116113;1081358;1100508;1181566;1065951;1170486;1161961"
"4687";6506;3;"core";"AFUA_2G13240";"AO090026000283";"1076069;1121688;1020067;1165103;1152040;1089215;1089167;1106051;1089988;1078629;1174869;52144;1106049;1106050;1135550;1076766;1121686;1121687;1184883;1158353;1020073"
"4688";6511;3;"core";"AFUA_5G07210";"AO090701000235";"1090772;1063086;213962;1090458;1123646;1123648;1123647;1025121;1136710;1176070;1166036;1090863;1185856;1068328;1108008;1108007;1108006;1159003;1065770;1152846"
"4689";6017;3;"core";"AFUA_2G11220";"AO090026000527";"1135633;1165174;1152100;173511;1214237;1174958;1184958;1158404"
"4690";6082;2;"accessory";"";"AO090011000401";"1172900;186153;1133645"
"4691";6512;1;"singleton";"";"";"1092493;1176903;1063242;1137527;193975;1063122;1092240;1153435"
"4692";6514;1;"singleton";"";"";"1084297;43811;1150566;1172410;1084390;1075881;1084663;1133161;1072174;1076489"
"4693";5832;1;"singleton";"";"";"1096897;1138893;1096251;1096246;1078989;140386;1065055;1079419;1154340;1178310"
"4694";6525;3;"core";"AFUA_4G04470;AFUA_4G04480";"AO090206000046";"1181276;1161687;1130977;1201886;1141715;1002065;1161686;1130976;41481;126623;1141716;1170135"
"4695";6263;2;"accessory";"";"AO090011000066";"1080354;1148827;1062974;1130487;1200571;1114851;1114850;1114849;1180893;1169616;1099247;1155928;1099248;1063378;1161332;1080110;1080071;1065296;1099249"
"4696";6534;3;"core";"AFUA_5G11980";"AO090120000317;AO090012000894";"1120324;1134412;1104692;1151365;1210881;1075374;1157831;1183939;1173683;1087106;1179401;1168453;1226137;1139964;42722;1188403;1226141;48790;1120325;1086815;1128748;1155117;1097358;1160699;1087063;1113101;1066193;1128747;1097272;1113100;1064427;1061675;1104693;1068538;1164205"
"4697";6539;3;"core";"AFUA_3G06700";"AO090020000328";"1128311;1128313;1036934;1188143;1168202;1179078;1160529;1112667;1112666;1112665;1095784;1154901;199512;1077226;1096650;1096660;1139653;1075095;1071745;1147502;1128312"
"4698";6535;1;"singleton";"";"";"1134393;1210842;1183929;1173665;1143902;1164194"
"4699";6536;2;"accessory";"AFUA_1G07080";"";"1164924;1135313;1174623;1213227;122710;1184701"
"4700";6224;3;"core";"AFUA_2G04980";"AO090003000301";"1187904;1067316;1127803;1067318;1095855;1096250;52962;1112156;1127801;1112155;1178704;1112154;1127802;1154613;1167980;1096718;1068580;1139283;1224330;1160351"
"4701";6537;1;"singleton";"";"";"1104509;1151261;1014591;1134231;1183806;1157756;1086568;1120141;1164079;1091907;1218125;1091103;1060364;1064707;1153133;1077852;210700;1137054;1091162;1176422;1173492;53443;1143818;1143817;1069165"
"4702";6540;3;"core";"AFUA_5G12870";"AO090120000404";"1081281;1081726;1100720;1100721;1100724;1081051;1100723;1203219;1100722;1078496;1073605;1069527;1181675;1181676;1116325;1116324;1116328;1116326;1116327;1156432;1162061;1162062;1170623;1131443;1003965;1003972;53896;1149481"
"4703";6531;1;"singleton";"";"";"1200760;1155963;1099335;54401;1200770;1060558;1114938;1080521;1080079;1200768;1114939;1200766;1074236;1099336;1148914"
"4704";6533;1;"singleton";"";"";"1155619;1180471;1077701;1140992;1098308;1068910;1098689;1077927;1098213;38001"
"4705";6538;3;"core";"AFUA_3G01690";"AO090026000235";"1060432;1224072;1112025;1127672;37942;1178601;178309;1127671;1075190;1095153;1155655;1098605;1169339;1098056;1224076;1073388;1139180;1141044;1160307;1189348;1114362;1062116;1130012;1114361;1130013;1167924;1228802;1180524;1154535;1112024;1187848;1161152;1095730"
"4706";6524;3;"core";"AFUA_5G13940;AFUA_2G03340";"AO090113000084;AO090113000085";"1080919;1149424;1070999;1077748;1081078;1181613;1162006;1100597;1100598;1100599;1170543;1142002;1003667;1080772;1116203;1061355;1156389;1116202;1116201;1131370;1003669;1100601;1100600;1181614;1081439;1131371;1116204;1116205;1162007;1081603;1142003;1170544;1072838;1074691;41880"
