"Aoryzae";"cluster"
"AO090011000868";"cluster_12720"
"AO090005000757";"cluster_12176"
"AO090011000575";"cluster_12351"
"AO090038000428";"cluster_7909"
"AO090026000364";"cluster_12737"
"AO090009000060";"cluster_12738"
"AO090102000634";"cluster_11240"
"AO090113000002";"cluster_12743"
"AO090701000116";"cluster_4357"
"AO090003000040";"cluster_12499"
"AO090010000006";"cluster_12742"
"AO090012000593";"cluster_12533"
"AO090010000005";"cluster_12757"
"AO090012000427";"cluster_12660"
"AO090003000241";"cluster_12769"
"AO090166000077";"cluster_11810"
"AO090020000683";"cluster_9155"
"AO090012000369";"cluster_12778"
"AO090023000524";"cluster_12773"
"AO090005000527";"cluster_8214"
"AO090038000135";"cluster_12654"
"AO090138000141";"cluster_12783"
"AO090102000431";"cluster_12783"
"AO090023000195";"cluster_12754"
"AO090011000219";"cluster_3987"
"AO090009000111";"cluster_6389"
"AO090103000483";"cluster_6389"
"AO090102000017";"cluster_12294"
"AO090001000150";"cluster_12117"
"AO090011000845";"cluster_10987"
"AO090003001332";"cluster_12792"
"AO090003000887";"cluster_11908"
"AO090113000089";"cluster_11833"
"AO090011000619";"cluster_10525"
"AO090038000287";"cluster_11052"
"AO090020000672";"cluster_12826"
"AO090701000412";"cluster_9175"
"AO090023000116";"cluster_9175"
"AO090009000425";"cluster_12835"
"AO090005000975";"cluster_12832"
"AO090005001407";"cluster_12828"
"AO090010000381";"cluster_12353"
"AO090005000939";"cluster_11923"
"AO090012001010";"cluster_12854"
"AO090120000428";"cluster_12804"
"AO090026000096";"cluster_9765"
"AO090009000659";"cluster_12861"
"AO090005000739";"cluster_12860"
"AO090012000414";"cluster_12137"
"AO090023000864";"cluster_12868"
"AO090023000209";"cluster_12715"
"AO090020000424";"cluster_12857"
"AO090166000042";"cluster_8732"
"AO090012000936";"cluster_7213"
"AO090701000463";"cluster_12881"
"AO090010000054";"cluster_12881"
"AO090005000339";"cluster_12881"
"AO090103000168";"cluster_12889"
"AO090001000656";"cluster_12892"
"AO090005000085";"cluster_12890"
"AO090003000295";"cluster_12895"
"AO090020000083";"cluster_12758"
"AO090012000536";"cluster_12898"
"AO090003000439";"cluster_12904"
"AO090102000064";"cluster_12908"
"AO090020000537";"cluster_12906"
"AO090010000461";"cluster_12897"
"AO090011000936";"cluster_12917"
"AO090023000875";"cluster_12764"
"AO090038000063";"cluster_12764"
"AO090023000811";"cluster_12921"
"AO090010000709";"cluster_12744"
"AO090005000253";"cluster_12909"
"AO090701000787";"cluster_12923"
"AO090023000149";"cluster_12927"
"AO090003000061";"cluster_12888"
"AO090005000148";"cluster_12928"
"AO090701000233";"cluster_12678"
"AO090011000374";"cluster_12934"
"AO090003000277";"cluster_12934"
"AO090011000665";"cluster_12930"
"AO090005000029";"cluster_12930"
"AO090103000044";"cluster_12182"
"AO090102000273";"cluster_10889"
"AO090010000430";"cluster_12300"
"AO090701000510";"cluster_12300"
"AO090023000158";"cluster_12910"
"AO090020000037";"cluster_12963"
"AO090010000393";"cluster_12962"
"AO090011000153";"cluster_12962"
"AO090011000782";"cluster_8280"
"AO090701000146";"cluster_12972"
"AO090003000030";"cluster_8212"
"AO090003000031";"cluster_8212"
"AO090010000563";"cluster_12877"
"AO090012000653";"cluster_12983"
"AO090026000549";"cluster_12951"
"AO090001000476";"cluster_12988"
"AO090120000212";"cluster_12982"
"AO090005001216";"cluster_12775"
"AO090023000723";"cluster_12993"
"AO090120000361";"cluster_12991"
"AO090010000177";"cluster_9297"
"AO090001000563";"cluster_12995"
"AO090012000900";"cluster_12736"
"AO090038000587";"cluster_13017"
"AO090701000005";"cluster_12943"
"AO090003000004";"cluster_13028"
"AO090005000614";"cluster_12819"
"AO090003000191";"cluster_4375"
"AO090010000672";"cluster_13019"
"AO090005000978";"cluster_13040"
"AO090005001547";"cluster_12651"
"AO090005001546";"cluster_12651"
"AO090009000301";"cluster_12161"
"AO090308000017";"cluster_12161"
"AO090701000556";"cluster_12932"
"AO090001000173";"cluster_13055"
"AO090005001219";"cluster_11125"
"AO090005001444";"cluster_12646"
"AO090003000648";"cluster_12679"
"AO090010000717";"cluster_13060"
"AO090206000017";"cluster_12714"
"AO090012000574";"cluster_13067"
"AO090005000236";"cluster_12971"
"AO090026000303";"cluster_12971"
"AO090020000634";"cluster_13057"
"AO090023000702";"cluster_13057"
"AO090020000139";"cluster_13013"
"AO090011000339";"cluster_13073"
"AO090003000054";"cluster_13081"
"AO090001000598";"cluster_13098"
"AO090009000377";"cluster_13097"
"AO090005001420";"cluster_11913"
"AO090005001491";"cluster_12185"
"AO090113000037";"cluster_12185"
"AO090701000285";"cluster_2975"
"AO090026000085";"cluster_2975"
"AO090023000731";"cluster_11474"
"AO090701000833";"cluster_13106"
"AO090020000550";"cluster_13089"
"AO090020000191";"cluster_12696"
"AO090005001044";"cluster_12504"
"AO090102000008";"cluster_11399"
"AO090005001364";"cluster_13044"
"AO090005001274";"cluster_13134"
"AO090011000633";"cluster_12599"
"AO090026000063";"cluster_13131"
"AO090005001119";"cluster_13072"
"AO090120000329";"cluster_13139"
"AO090020000628";"cluster_10733"
"AO090701000127";"cluster_13138"
"AO090001000412";"cluster_13153"
"AO090023000393";"cluster_11759"
"AO090120000313";"cluster_13161"
"AO090138000058";"cluster_12171"
"AO090023000226";"cluster_13169"
"AO090005000933";"cluster_1333"
"AO090020000270";"cluster_12964"
"AO090102000002";"cluster_12964"
"AO090012000555";"cluster_9085"
"AO090701000705";"cluster_12433"
"AO090023000309";"cluster_12624"
"AO090005000973";"cluster_12116"
"AO090003000209";"cluster_7978"
"AO090120000172";"cluster_13197"
"AO090011000113";"cluster_13066"
"AO090010000090";"cluster_13216"
"AO090010000089";"cluster_13216"
"AO090009000217";"cluster_13220"
"AO090038000569";"cluster_13141"
"AO090023000850";"cluster_13224"
"AO090009000225";"cluster_12916"
"AO090701000060";"cluster_13219"
"AO090011000567";"cluster_13188"
"AO090011000934";"cluster_13202"
"AO090102000119";"cluster_11702"
"AO090012000186";"cluster_13231"
"AO090113000102";"cluster_13240"
"AO090009000668";"cluster_11285"
"AO090138000062";"cluster_11081"
"AO090012000930";"cluster_13087"
"AO090020000009";"cluster_13257"
"AO090011000258";"cluster_12929"
"AO090026000457";"cluster_13263"
"AO090701000405";"cluster_13154"
"AO090001000332";"cluster_13266"
"AO090003000015";"cluster_13259"
"AO090102000052";"cluster_13286"
"AO090003000016";"cluster_13282"
"AO090026000793";"cluster_13244"
"AO090011000802";"cluster_13285"
"AO090001000070";"cluster_12958"
"AO090003000014";"cluster_12914"
"AO090038000482";"cluster_13297"
"AO090038000483";"cluster_13297"
"AO090001000583";"cluster_13291"
"AO090003000535";"cluster_13290"
"AO090026000264";"cluster_13288"
"AO090011000152";"cluster_13308"
"AO090003000522";"cluster_7902"
"AO090020000071";"cluster_13241"
"AO090010000223";"cluster_12329"
"AO090026000752";"cluster_13314"
"AO090038000413";"cluster_13164"
"AO090003000120";"cluster_11884"
"AO090009000445";"cluster_11737"
"AO090023000774";"cluster_13253"
"AO090023000773";"cluster_13253"
"AO090012000821";"cluster_12434"
"AO090120000403";"cluster_13323"
"AO090701000215";"cluster_12385"
"AO090102000483";"cluster_12899"
"AO090020000599";"cluster_13341"
"AO090005001640";"cluster_13186"
"AO090011000807";"cluster_13347"
"AO090020000313";"cluster_13272"
"AO090001000217";"cluster_13163"
"AO090010000401";"cluster_13334"
"AO090012001004";"cluster_13348"
"AO090102000044";"cluster_11696"
"AO090120000495";"cluster_13353"
"AO090005001497";"cluster_8409"
"AO090011000653";"cluster_13038"
"AO090011000456";"cluster_13363"
"AO090010000225";"cluster_13030"
"AO090138000013";"cluster_12622"
"AO090003001168";"cluster_7543"
"AO090003001169";"cluster_7543"
"AO090102000224";"cluster_13396"
"AO090010000669";"cluster_13217"
"AO090009000641";"cluster_13362"
"AO090005000631";"cluster_13178"
"AO090009000715";"cluster_13408"
"AO090023000485";"cluster_12508"
"AO090003000520";"cluster_13333"
"AO090120000044";"cluster_13333"
"AO090026000103";"cluster_13417"
"AO090103000141";"cluster_13417"
"AO090012000705";"cluster_10380"
"AO090005000196";"cluster_13446"
"AO090005000813";"cluster_13448"
"AO090005001060";"cluster_13447"
"AO090009000573";"cluster_13451"
"AO090001000574";"cluster_13459"
"AO090003001249";"cluster_13492"
"AO090005000472";"cluster_13395"
"AO090010000706";"cluster_13395"
"AO090005000694";"cluster_12098"
"AO090103000133";"cluster_13502"
"AO090011000928";"cluster_13427"
"AO090020000484";"cluster_13305"
"AO090005001160";"cluster_13493"
"AO090138000115";"cluster_11708"
"AO090001000522";"cluster_11556"
"AO090138000163";"cluster_13506"
"AO090010000291";"cluster_9941"
"AO090166000043";"cluster_9941"
"AO090003001377";"cluster_13486"
"AO090003000682";"cluster_13359"
"AO090023000066";"cluster_12050"
"AO090001000345";"cluster_12246"
"AO090026000751";"cluster_13529"
"AO090026000081";"cluster_13535"
"AO090003001445";"cluster_13538"
"AO090113000119";"cluster_1174"
"AO090010000707";"cluster_13503"
"AO090001000371";"cluster_13484"
"AO090120000042";"cluster_13532"
"AO090012000303";"cluster_11685"
"AO090003001496";"cluster_11993"
"AO090001000524";"cluster_13557"
"AO090701000194";"cluster_11907"
"AO090003000010";"cluster_13479"
"AO090005001512";"cluster_13556"
"AO090005000453";"cluster_9814"
"AO090102000487";"cluster_13469"
"AO090011000338";"cluster_12129"
"AO090120000503";"cluster_13403"
"AO090003001478";"cluster_8945"
"AO090124000025";"cluster_13581"
"AO090009000312";"cluster_13626"
"AO090026000504";"cluster_13114"
"AO090012000872";"cluster_13428"
"AO090003000982";"cluster_13239"
"AO090001000590";"cluster_13270"
"AO090701000280";"cluster_12903"
"AO090005000790";"cluster_4434"
"AO090005000834";"cluster_13594"
"AO090038000609";"cluster_13508"
"AO090701000317";"cluster_11118"
"AO090103000427";"cluster_13660"
"AO090102000523";"cluster_13578"
"AO090001000618";"cluster_13664"
"AO090009000028";"cluster_11880"
"AO090005000904";"cluster_13692"
"AO090701000869";"cluster_13695"
"AO090701000441";"cluster_13675"
"AO090003001241";"cluster_13694"
"AO090005000345";"cluster_13604"
"AO090102000020";"cluster_12587"
"AO090701000738";"cluster_13243"
"AO090020000438";"cluster_13429"
"AO090005001141";"cluster_6005"
"AO090003001198";"cluster_13727"
"AO090005001408";"cluster_12299"
"AO090003001146";"cluster_13737"
"AO090010000490";"cluster_13665"
"AO090003001230";"cluster_13741"
"AO090011000670";"cluster_13733"
"AO090012001009";"cluster_13734"
"AO090012000129";"cluster_13296"
"AO090103000204";"cluster_13640"
"AO090102000220";"cluster_13640"
"AO090003001548";"cluster_12157"
"AO090003000749";"cluster_12722"
"AO090701000076";"cluster_13684"
"AO090005001565";"cluster_13765"
"AO090026000436";"cluster_13715"
"AO090020000665";"cluster_13744"
"AO090026000521";"cluster_13679"
"AO090003000398";"cluster_13770"
"AO090003000690";"cluster_13789"
"AO090003000393";"cluster_12410"
"AO090005000686";"cluster_12410"
"AO090003000589";"cluster_13793"
"AO090026000181";"cluster_13750"
"AO090003001003";"cluster_13798"
"AO090011000455";"cluster_8846"
"AO090701000388";"cluster_13761"
"AO090026000818";"cluster_13671"
"AO090103000262";"cluster_9578"
"AO090701000749";"cluster_13442"
"AO090701000070";"cluster_13818"
"AO090011000027";"cluster_13802"
"AO090020000697";"cluster_13802"
"AO090038000461";"cluster_13742"
"AO090005000604";"cluster_12825"
"AO090102000344";"cluster_12797"
"AO090009000398";"cluster_13085"
"AO090010000673";"cluster_13788"
"AO090003000455";"cluster_13846"
"AO090001000384";"cluster_13839"
"AO090020000331";"cluster_13821"
"AO090005000780";"cluster_13644"
"AO090023000914";"cluster_13857"
"AO090005001387";"cluster_13673"
"AO090009000714";"cluster_13858"
"AO090012000102";"cluster_13511"
"AO090026000843";"cluster_13752"
"AO090005000797";"cluster_13551"
"AO090003001367";"cluster_12211"
"AO090026000730";"cluster_13811"
"AO090009000687";"cluster_13872"
"AO090001000307";"cluster_13786"
"AO090023000133";"cluster_13876"
"AO090023000396";"cluster_13790"
"AO090010000056";"cluster_9182"
"AO090011000918";"cluster_13828"
"AO090010000069";"cluster_13907"
"AO090701000832";"cluster_9886"
"AO090010000303";"cluster_9886"
"AO090011000740";"cluster_13852"
"AO090003001122";"cluster_12600"
"AO090003000719";"cluster_13082"
"AO090001000442";"cluster_13868"
"AO090010000031";"cluster_13938"
"AO090003001435";"cluster_13905"
"AO090120000145";"cluster_12204"
"AO090113000143";"cluster_13945"
"AO090011000756";"cluster_13949"
"AO090001000572";"cluster_13190"
"AO090701000168";"cluster_13455"
"AO090026000102";"cluster_13969"
"AO090026000280";"cluster_13967"
"AO090102000528";"cluster_13924"
"AO090023000353";"cluster_13976"
"AO090010000475";"cluster_12109"
"AO090120000409";"cluster_13993"
"AO090003001026";"cluster_13992"
"AO090038000350";"cluster_13845"
"AO090103000485";"cluster_13994"
"AO090005000464";"cluster_13755"
"AO090003000905";"cluster_13953"
"AO090011000578";"cluster_13896"
"AO090102000423";"cluster_14000"
"AO090138000148";"cluster_14000"
"AO090003001132";"cluster_14016"
"AO090038000367";"cluster_14018"
"AO090020000149";"cluster_12374"
"AO090009000279";"cluster_14020"
"AO090701000440";"cluster_14020"
"AO090001000095";"cluster_14003"
"AO090113000079";"cluster_14019"
"AO090672000009";"cluster_13420"
"AO090005001506";"cluster_14059"
"AO090001000684";"cluster_13977"
"AO090001000426";"cluster_14067"
"AO090701000442";"cluster_13460"
"AO090005000613";"cluster_14068"
"AO090026000469";"cluster_14074"
"AO090010000276";"cluster_14070"
"AO090010000257";"cluster_14070"
"AO090012000695";"cluster_6200"
"AO090005000430";"cluster_14092"
"AO090003000168";"cluster_14091"
"AO090113000184";"cluster_14091"
"AO090003000192";"cluster_13962"
"AO090001000317";"cluster_13615"
"AO090005001464";"cluster_13908"
"AO090010000086";"cluster_14084"
"AO090026000815";"cluster_13918"
"AO090003000998";"cluster_14058"
"AO090005000758";"cluster_13753"
"AO090026000423";"cluster_14119"
"AO090102000111";"cluster_13284"
"AO090020000575";"cluster_13773"
"AO090138000138";"cluster_13150"
"AO090102000435";"cluster_13150"
"AO090023000927";"cluster_14076"
"AO090001000328";"cluster_10912"
"AO090120000175";"cluster_14142"
"AO090005000157";"cluster_14170"
"AO090023000834";"cluster_14174"
"AO090672000005";"cluster_13880"
"AO090009000255";"cluster_4197"
"AO090138000101";"cluster_14175"
"AO090026000648";"cluster_13498"
"AO090005000162";"cluster_13710"
"AO090020000513";"cluster_14156"
"AO090038000505";"cluster_14156"
"AO090003001195";"cluster_13701"
"AO090120000095";"cluster_14188"
"AO090120000091";"cluster_14194"
"AO090003001062";"cluster_14199"
"AO090701000665";"cluster_13356"
"AO090005001257";"cluster_14208"
"AO090003000212";"cluster_14161"
"AO090120000174";"cluster_13887"
"AO090009000485";"cluster_14228"
"AO090023000052";"cluster_14109"
"AO090038000276";"cluster_14225"
"AO090026000084";"cluster_14246"
"AO090003000513";"cluster_12688"
"AO090010000532";"cluster_14108"
"AO090003001347";"cluster_12915"
"AO090005001620";"cluster_14265"
"AO090003001144";"cluster_14262"
"AO090026000258";"cluster_11958"
"AO090026000372";"cluster_14280"
"AO090009000267";"cluster_14298"
"AO090009000621";"cluster_12740"
"AO090026000421";"cluster_14310"
"AO090102000246";"cluster_14304"
"AO090113000154";"cluster_14150"
"AO090038000376";"cluster_14313"
"AO090113000132";"cluster_14320"
"AO090005000650";"cluster_14321"
"AO090001000459";"cluster_14295"
"AO090020000627";"cluster_14325"
"AO090010000279";"cluster_14354"
"AO090010000254";"cluster_14354"
"AO090001000171";"cluster_9571"
"AO090026000479";"cluster_13262"
"AO090001000048";"cluster_12725"
"AO090701000708";"cluster_14186"
"AO090701000707";"cluster_14186"
"AO090102000616";"cluster_14375"
"AO090011000021";"cluster_14352"
"AO090010000617";"cluster_14209"
"AO090012000070";"cluster_13891"
"AO090103000091";"cluster_13891"
"AO090020000138";"cluster_12845"
"AO090003000904";"cluster_13965"
"AO090005000427";"cluster_14381"
"AO090003000918";"cluster_13757"
"AO090001000693";"cluster_13775"
"AO090003000686";"cluster_11890"
"AO090023000118";"cluster_11940"
"AO090166000059";"cluster_11940"
"AO090102000555";"cluster_14391"
"AO090005001176";"cluster_14415"
"AO090001000499";"cluster_11369"
"AO090020000583";"cluster_13569"
"AO090701000421";"cluster_14027"
"AO090011000774";"cluster_14261"
"AO090011000566";"cluster_14435"
"AO090009000454";"cluster_13534"
"AO090005001614";"cluster_13842"
"AO090009000280";"cluster_11344"
"AO090701000867";"cluster_2176"
"AO090701000182";"cluster_2176"
"AO090206000037";"cluster_13148"
"AO090113000167";"cluster_14291"
"AO090009000315";"cluster_14416"
"AO090005000908";"cluster_14167"
"AO090005000145";"cluster_14238"
"AO090020000048";"cluster_14128"
"AO090023000377";"cluster_5261"
"AO090003000251";"cluster_5261"
"AO090005001651";"cluster_13731"
"AO090003001276";"cluster_14431"
"AO090011000859";"cluster_14506"
"AO090001000111";"cluster_11673"
"AO090011000590";"cluster_14520"
"AO090005001271";"cluster_13937"
"AO090003001554";"cluster_178"
"AO090038000062";"cluster_178"
"AO090012000151";"cluster_14518"
"AO090023000570";"cluster_14406"
"AO090701000063";"cluster_14533"
"AO090003000454";"cluster_12980"
"AO090023000511";"cluster_13959"
"AO090005000129";"cluster_14525"
"AO090012000723";"cluster_14538"
"AO090001000661";"cluster_12955"
"AO090120000215";"cluster_14316"
"AO090003001047";"cluster_14316"
"AO090120000486";"cluster_14316"
"AO090003001270";"cluster_14411"
"AO090113000080";"cluster_13155"
"AO090001000253";"cluster_14402"
"AO090102000638";"cluster_13723"
"AO090011000452";"cluster_14269"
"AO090003000435";"cluster_14269"
"AO090124000048";"cluster_13466"
"AO090012000455";"cluster_14598"
"AO090003000963";"cluster_14457"
"AO090003001273";"cluster_13825"
"AO090120000306";"cluster_14600"
"AO090011000748";"cluster_5817"
"AO090038000122";"cluster_5817"
"AO090012000465";"cluster_5577"
"AO090003001160";"cluster_14599"
"AO090026000277";"cluster_12847"
"AO090005000275";"cluster_14615"
"AO090005000669";"cluster_14570"
"AO090038000610";"cluster_13311"
"AO090103000070";"cluster_14192"
"AO090010000541";"cluster_14587"
"AO090009000107";"cluster_14414"
"AO090003001446";"cluster_14414"
"AO090005001645";"cluster_14620"
"AO090001000448";"cluster_12525"
"AO090003001523";"cluster_14490"
"AO090003001118";"cluster_14649"
"AO090026000700";"cluster_13520"
