cluster_number,cluster_type,fumigatus,niger,oryzae
10936,core,AFUA_4G03090,estExt_fgenesh1_pg.C_chr_102_t10188,AO090102000258
10937,unique,AFUA_2G17160,,
10938,core,AFUA_3G01790,estExt_Genemark1.C_chr_402_t20215,AO090010000315
10939,core,AFUA_1G10170,estExt_Genemark1.C_chr_802_t10161,AO090038000416
10940,core,AFUA_8G07380,fgenesh1_pg.chr_301_#_349,AO090038000570
10941,unique,AFUA_7G08231,,
10942,unique,,,AO090001000137
10943,unique,AFUA_1G01610,,
10944,core,AFUA_6G13220,gm1.10997_g,AO090003000447
10945,core,AFUA_5G03580,gm1.472_g,AO090102000568
10946,core,AFUA_2G02980,estExt_fgenesh1_pg.C_chr_401_t20014,AO090026000646
10947,unique,AFUA_2G00740,,
10948,unique,AFUA_8G01790,,
10949,unique,,gm1.9090_g,
10950,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_12000209,AO090038000316
10951,exclusively_absent,,estExt_Genewise1.C_chr_101_t20296,AO090102000563
10952,unique,,,AO090701000242
10953,exclusively_absent,AFUA_2G08210,estExt_Genemark1.C_chr_302_t10066,
10954,unique,,fgenesh1_pm.chr_601_#_10,
10955,unique,AFUA_2G09300,,
10956,unique,,,AO090010000406
10957,exclusively_absent,AFUA_7G08320,fgenesh1_pm.chr_502_#_228,
10958,core,AFUA_8G04810,e_gw1.503.360.1,AO090005000666
10959,unique,,gw1.502.16.1,
10960,core,AFUA_5G06130,estExt_Genewise1.C_chr_501_t20005,AO090009000644
10961,unique,,e_gw1.502.1076.1,
10962,unique,,estExt_Genewise1.C_chr_701_t30233,
10963,unique,AFUA_5G10950,,
10964,exclusively_absent,,gm1.9350_g,AO090023000508
10965,unique,AFUA_3G14920,,
10966,core,AFUA_3G06340,gm1.9570_g,AO090020000116
10967,core,AFUA_4G06210,estExt_Genemark1.C_chr_602_t10036,AO090023000969
10968,core,AFUA_5G03140,CE1232_40,AO090102000517
10969,unique,,,AO090026000070
10970,core,AFUA_1G04020,fgenesh1_pg.chr_202_#_255,AO090003000948
10971,core,AFUA_2G16900,gm1.8662_g,AO090102000130
10972,unique,AFUA_4G01110,,
10973,core,AFUA_2G16430,gm1.4268_g,AO090102000219
10974,unique,AFUA_3G13720,,
10975,core,AFUA_4G06560,CE31407_16,AO090023000940
10976,unique,,,AO090026000074
10977,unique,,Aspni5.fgenesh1_pg.C_scaffold_4000110,
10978,unique,,,AO090003001368
10979,core,AFUA_1G10640,MIX27158_1_24,AO090038000356
10980,unique,AFUA_7G06170,,
10981,unique,AFUA_2G17760,,
10982,unique,,,AO090001000216
10983,unique,,,AO090120000451
10984,unique,,,AO090023000298
10985,unique,,fgenesh1_pg.chr_802_#_604,
10986,unique,AFUA_3G00770,,
10987,core,AFUA_2G08580,estExt_fgenesh1_pg.C_chr_302_t10100,AO090011000845
10988,unique,,,AO090001000287
10989,unique,,,AO090005000591
10990,unique,,,AO090020000509
10991,unique,,,AO090010000454
10992,unique,,fgenesh1_kg.chr_502_#_118_#_402_2_CATW_CATX_CATY_CATZ,
10993,exclusively_absent,AFUA_4G02810,MIX19685_4_25,
10994,unique,AFUA_3G07280,,
10995,exclusively_absent,AFUA_1G03440,estExt_Genewise1Plus.C_chr_202_t20134,
10996,core,AFUA_2G11500,CE20633_47,AO090026000496
10997,unique,,fgenesh1_pm.chr_601_#_12,
10998,core,AFUA_3G11920,fgenesh1_pg.chr_402_#_592,AO090003000752
10999,exclusively_absent,,estExt_fgenesh1_pg.C_chr_401_t10012,AO090023000252
11000,core,AFUA_6G02350,Aspni5.estExt_GeneWisePlus.C_90183,AO090120000120
11001,unique,AFUA_3G02400,,
11002,unique,AFUA_8G02740,,
11003,exclusively_absent,AFUA_4G03540,,AO090005000661
11004,core,AFUA_6G08360,estExt_fgenesh1_pm.C_chr_701_t10098,AO090003000090
11005,core,AFUA_1G16570,e_gw1.202.1546.1,AO090005001053
11006,exclusively_absent,,MIX21683_7_34,AO090005001449
11007,exclusively_absent,AFUA_2G15180,MIX658_98_57,
11008,core,AFUA_1G04880,CE6525_225,AO090003000852
11009,unique,,fgenesh1_pg.chr_802_#_754,
11010,unique,AFUA_5G10980,,
11011,unique,AFUA_6G09960,,
11012,exclusively_absent,,estExt_fgenesh1_pg.C_chr_701_t20301,AO090020000128
11013,unique,,,AO090010000624
11014,unique,,,AO090103000220
11015,unique,,fgenesh1_pm.chr_303_#_17,
11016,unique,,fgenesh1_pm.chr_402_#_60,
11017,unique,,fgenesh1_pg.chr_202_#_961,
11018,unique,,,AO090103000405
11019,unique,,,AO090023000656
11020,unique,AFUA_4G11940,,
11021,unique,,,AO090113000070
11022,core,AFUA_6G00680,fgenesh1_pg.chr_303_#_39,AO090005000281
11023,unique,,,AO090026000036
11024,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000659,
11025,unique,,,AO090001000038
11026,unique,,MIX18042_14_89,
11027,core,AFUA_3G11540,estExt_fgenesh1_pg.C_chr_102_t10270,AO090003000711
11028,unique,,CE22260_50,
11029,exclusively_absent,,gm1.7603_g,AO090005001023
11030,exclusively_absent,,fgenesh1_pg.chr_502_#_12,AO090001000255
11031,core,AFUA_3G10140,estExt_Genemark1.C_chr_502_t10403,AO090003000548
11032,core,AFUA_5G11210,estExt_Genemark1.C_chr_202_t10232,AO090026000727
11033,core,AFUA_4G08270,gm1.8228_g,AO090023000733
11034,unique,,estExt_Genewise1.C_chr_502_t30142,
11035,unique,AFUA_8G00700,,
11036,exclusively_absent,AFUA_2G17850,fgenesh1_pm.chr_802_#_106,
11037,core,AFUA_8G05330,Aspni5.estExt_GeneWisePlus.C_180356,AO090005000616
11038,core,AFUA_3G08550,estExt_Genemark1.C_chr_402_t20465,AO090005001421
11039,unique,,,AO090120000019
11040,unique,,CE27574_39,
11041,core,AFUA_4G10700,estExt_Genemark1.C_chr_602_t10481,AO090003001145
11042,unique,,CE24477_18,
11043,unique,,,AO090011000869
11044,unique,,,AO090038000227
11045,core,AFUA_5G07010,estExt_Genemark1.C_chr_5010119,AO090701000283
11046,unique,,,AO090005000678
11047,unique,,,AO090011000139
11048,unique,,,AO090005000065
11049,exclusively_absent,AFUA_1G17620,,AO090011000197
11050,core,AFUA_3G07900,estExt_fgenesh1_pg.C_chr_402_t20367,AO090005001489
11051,unique,,fgenesh1_pg.chr_202_#_476,
11052,core,AFUA_1G11190,MIX27310_481_99,AO090038000287
11053,exclusively_absent,,fgenesh1_kg.chr_304_#_259_#_1795_1_CATW_CATX_CATY_CATZ,AO090005000577
11054,exclusively_absent,,e_gw1.202.1242.1,AO090011000752
11055,unique,AFUA_3G03610,,
11056,unique,,fgenesh1_pm.chr_304_#_380,
11057,exclusively_absent,AFUA_6G09740,,AO090023000260
11058,core,AFUA_6G00510,estExt_fgenesh1_pm.C_chr_3030015,AO090003001376
11059,unique,,,AO090038000591
11060,unique,AFUA_8G00850,,
11061,core,AFUA_8G06770,MIX12066_3_49,AO090011000421
11062,core,AFUA_2G10310,fgenesh1_pg.chr_502_#_450,AO090011000607
11063,unique,,fgenesh1_pg.chr_502_#_537,
11064,unique,,,AO090023000551
11065,exclusively_absent,,fgenesh1_pg.chr_602_#_120,AO090023000869
11066,unique,,fgenesh1_pg.chr_304_#_85,
11067,unique,,MIX4222_2_37,
11068,unique,,fgenesh1_pm.chr_301_#_133,
11069,unique,,fgenesh1_pg.chr_501_#_110,
11070,exclusively_absent,,estExt_Genemark1.C_chr_402_t10009,AO090701000340
11071,unique,,,AO090009000143
11072,unique,AFUA_3G00140,,
11073,exclusively_absent,,e_gw1.301.21.1,AO090124000003
11074,unique,,,AO090701000376
11075,unique,,,AO090038000273
11076,exclusively_absent,,gm1.4126_g,AO090010000253
11077,unique,AFUA_4G04150,,
11078,core,AFUA_2G08820,estExt_fgenesh1_pg.C_chr_302_t10138,AO090011000818
11079,unique,AFUA_4G08450,,
11080,unique,,,AO090012000082
11081,core,AFUA_7G06490,e_gw1.402.7.1,AO090138000062
11082,core,AFUA_4G09090,estExt_Genewise1Plus.C_chr_602_t20076,AO090023000652
11083,unique,,,AO090023000213
11084,exclusively_absent,,gm1.6722_g,AO090102000160
11085,exclusively_absent,,Aspni5.estExt_GeneWisePlus.C_100272,AO090020000385
11086,exclusively_absent,AFUA_3G02580,,AO090011000208
11087,unique,,fgenesh1_pm.chr_304_#_334,
11088,unique,AFUA_5G13750,,
11089,unique,,,AO090009000393
11090,unique,AFUA_4G04415,,
11091,unique,,,AO090113000106
11092,exclusively_absent,AFUA_1G06200,estExt_Genewise1.C_chr_801_t20061,
11093,core,AFUA_2G09530,MIX18734_14_62,AO090011000716
11094,core,AFUA_4G10060,fgenesh1_pg.chr_602_#_538,AO090003001226
11095,unique,,,AO090005000513
11096,exclusively_absent,,estExt_Genemark1.C_chr_601_t10081,AO090701000885
11097,unique,,estExt_Genemark1.C_chr_304_t10216,
11098,unique,AFUA_1G03320,,
11099,core,AFUA_3G10770,estExt_Genemark1.C_chr_402_t20010,AO090001000179
11100,unique,,MIX17978_1_22,
11101,unique,,fgenesh1_pg.chr_401_#_663,
11102,unique,AFUA_1G13960,,
11103,unique,,,AO090005000039
11104,unique,,Aspni5.fgenesh1_pg.C_scaffold_6000403,
11105,unique,,MIX8593_1_13,
11106,unique,AFUA_8G06340,,
11107,unique,,e_gw1.202.1418.1,
11108,unique,AFUA_6G01790,,
11109,unique,,,AO090009000390
11110,exclusively_absent,AFUA_8G04710,,AO090005000698
11111,unique,AFUA_6G09395,,
11112,exclusively_absent,,fgenesh1_pg.chr_201_#_133,AO090103000366
11113,unique,,Aspni5.fgenesh1_pm.C_scaffold_15000128,
11114,core,AFUA_2G13340,MIX13538_8_47,AO090026000296
11115,core,AFUA_1G12040,e_gw1.802.155.1,AO090001000344
11116,unique,,Aspni5.fgenesh1_pg.C_scaffold_8000526,
11117,core,AFUA_3G13320,CE22755_807,AO090012000801
11118,core,AFUA_2G00530,gw1.501.286.1,AO090701000317
11119,core,AFUA_2G13025,Aspni5.fgenesh1_pm.C_scaffold_13000050,AO090023000687
11120,unique,AFUA_2G17260,,
11121,unique,,,AO090103000388
11122,unique,,,AO090038000544
11123,unique,,fgenesh1_pg.chr_801_#_124,
11124,exclusively_absent,,gw1.601.600.1,AO090012000749
11125,exclusively_absent,,gm1.6472_g,AO090005001219
11126,exclusively_absent,,MIX23919_2_30,AO090102000464
11127,unique,,,AO090001000115
11128,core,AFUA_1G16240,fgenesh1_pm.chr_202_#_494,AO090005001085
11129,exclusively_absent,AFUA_5G02490,,AO090102000362
11130,unique,,fgenesh1_pm.chr_202_#_43,
11131,unique,,MIX4879_1_26,
11132,unique,,Aspni5.fgenesh1_pg.C_scaffold_4000285,
11133,unique,,fgenesh1_pm.chr_802_#_508,
11134,unique,,estExt_Genemark1.C_chr_402_t10343,
11135,exclusively_absent,AFUA_1G03790,fgenesh1_pg.chr_801_#_291,
11136,unique,AFUA_2G17830,,
11137,unique,,,AO090701000202
11138,exclusively_absent,AFUA_3G06270,estExt_fgenesh1_pg.C_chr_701_t20305,
11139,unique,,Aspni5.fgenesh1_pg.C_scaffold_7000050,
11140,unique,,,AO090102000191
11141,unique,AFUA_3G10920,,
11142,unique,,gm1.9410_g,
11143,unique,,,AO090010000256
11144,core,AFUA_3G09910,fgenesh1_kg.chr_502_#_195_#_2011_1_CATW_CATX_CATY_CATZ,AO090003000509
11145,core,AFUA_1G08860,Aspni5.e_gw1.3.2279.1,AO090005001641
11146,unique,,,AO090120000282
11147,unique,AFUA_4G01380,,
11148,unique,AFUA_3G00170,,
11149,core,AFUA_1G12010,Aspni5.fgenesh1_pm.C_scaffold_3000353,AO090001000352
11150,core,AFUA_4G10660,e_gw1.602.488.1,AO090003001148
11151,exclusively_absent,,estExt_Genemark1.C_chr_302_t10336,AO090038000016
11152,unique,,,AO090005001411
11153,unique,,estExt_Genemark1.C_chr_502_t10185,
11154,unique,,fgenesh1_pg.chr_302_#_259,
11155,core,AFUA_3G05740,estExt_Genewise1Plus.C_chr_701_t40238,AO090020000042
11156,unique,,,AO090003000558
11157,core,AFUA_6G07470,gm1.5017_g,AO090005001554
11158,unique,,MIX7163_1_24,
11159,unique,,gm1.1054_g,
11160,core,AFUA_6G13890,estExt_fgenesh1_pg.C_chr_802_t20114,AO090103000382
11161,unique,,estExt_fgenesh1_pg.C_chr_401_t10381,
11162,unique,AFUA_5G13500,,
11163,unique,,,AO090138000159
11164,exclusively_absent,AFUA_1G04680,estExt_Genewise1Plus.C_chr_202_t10487,
11165,exclusively_absent,,fgenesh1_pg.chr_202_#_853,AO090120000430
11166,unique,,,AO090012000014
11167,unique,,estExt_fgenesh1_pg.C_chr_502_t10061,
11168,exclusively_absent,AFUA_6G08155,estExt_fgenesh1_pg.C_chr_701_t10166,
11169,unique,AFUA_2G05300,,
11170,unique,AFUA_1G15430,,
11171,exclusively_absent,AFUA_6G09540,,AO090103000087
11172,unique,,e_gw1.701.772.1,
11173,exclusively_absent,AFUA_7G00120,Aspni5.fgenesh1_pm.C_scaffold_4000283,
11174,unique,AFUA_3G08450,,
11175,unique,,fgenesh1_pg.chr_101_#_120,
11176,core,AFUA_1G16630,estExt_Genewise1Plus.C_chr_202_t30201,AO090005001047
11177,unique,,,AO090003000378
11178,unique,,fgenesh1_pg.chr_502_#_296,
11179,unique,AFUA_5G06820,,
11180,unique,,gw1.502.754.1,
11181,core,AFUA_2G03830,fgenesh1_pg.chr_401_#_590,AO090005001509
11182,core,AFUA_6G04260,fgenesh1_kg.chr_304_#_117_#_2560_1_CATW_CATX_CATY_CATZ,AO090701000145
11183,core,AFUA_8G02760,gw1.601.24.1,AO090010000768
11184,unique,,gm1.8767_g,
11185,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_15000246,AO090001000542
11186,unique,,estExt_fgenesh1_pm.C_chr_5020084,
11187,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_2000654,AO090012000824
11188,exclusively_absent,AFUA_3G01660,,AO090701000838
11189,unique,,Aspni5.fgenesh1_pg.C_scaffold_4000343,
11190,exclusively_absent,AFUA_6G00280,,AO090010000078
11191,core,AFUA_3G10470,estExt_fgenesh1_pg.C_chr_502_t10426,AO090003000593
11192,unique,,,AO090010000336
11193,unique,,,AO090026000801
11194,unique,,,AO090103000057
11195,unique,,,AO090026000038
11196,unique,,,AO090103000187
11197,unique,,fgenesh1_pg.chr_201_#_249,
11198,unique,,,AO090011000090
11199,unique,,,AO090001000261
11200,unique,,,AO090012000395
11201,unique,,,AO090701000514
11202,unique,AFUA_6G00670,,
11203,core,AFUA_7G02510,e_gw1.301.312.1,AO090038000629
11204,core,AFUA_3G00290,fgenesh1_kg.chr_802_#_677_#_932_1_CATW_CATX_CATY_CATZ,AO090103000436
11205,unique,,gm1.9025_g,
11206,exclusively_absent,,e_gw1.502.75.1,AO090023000943
11207,core,AFUA_1G15970,estExt_Genewise1.C_chr_501_t10290,AO090005000480
11208,exclusively_absent,AFUA_3G10390,fgenesh1_pg.chr_502_#_425,
11209,unique,AFUA_6G10160,,
11210,exclusively_absent,AFUA_4G03520,,AO090012000342
11211,unique,,,AO090038000479
11212,exclusively_absent,AFUA_4G06920,MIX21150_5_58,
11213,core,AFUA_5G01230,fgenesh1_pm.chr_802_#_353,AO090102000184
11214,exclusively_absent,,MIX28152_29_72,AO090103000360
11215,core,AFUA_4G06950,gm1.8085_g,AO090023000892
11216,unique,,,AO090701000466
11217,core,AFUA_1G13840,MIX27864_27_93,AO090012000493
11218,unique,,,AO090102000214
11219,unique,,,AO090103000150
11220,core,AFUA_6G14100,CE29910_62,AO090103000383
11221,core,AFUA_1G02330,estExt_fgenesh1_pg.C_chr_202_t10453,AO090005000867
11222,unique,,gm1.1746_g,
11223,unique,,,AO090010000598
11224,unique,,,AO090102000082
11225,unique,AFUA_5G12960,,
11226,unique,,,AO090038000140
11227,core,AFUA_5G12500,estExt_Genemark1.C_chr_102_t20045,AO090120000375
11228,unique,,,AO090001000244
11229,unique,,,AO090020000691
11230,core,AFUA_2G09470,estExt_Genemark1.C_chr_5030016,AO090011000717
11231,unique,,fgenesh1_kg.chr_303_#_14_#_322_1_CATW_CATX_CATY_CATZ,
11232,unique,,,AO090001000467
11233,unique,,gm1.3212_g,
11234,core,AFUA_2G04040,gm1.4998_g,AO090005001533
11235,core,AFUA_4G12330,estExt_fgenesh1_pg.C_chr_202_t20105,AO090009000434
11236,exclusively_absent,,gw1.402.1312.1,AO090023000050
11237,core,AFUA_8G06880,gm1.8723_g,AO090003001514
11238,unique,,estExt_fgenesh1_pg.C_chr_202_t10298,
11239,unique,,gm1.4051_g,
11240,exclusively_absent,,fgenesh1_pg.chr_101_#_511,AO090102000634
11241,unique,,estExt_Genewise1.C_chr_601_t20160,
11242,unique,,fgenesh1_pg.chr_201_#_244,
11243,core,AFUA_4G13030,estExt_Genewise1Plus.C_chr_202_t30017,AO090009000285
11244,unique,,,AO090701000185
11245,core,AFUA_6G11160,MIX28012_77_89,AO090023000500
11246,core,AFUA_3G10570,estExt_Genemark1.C_chr_502_t10450,AO090003000602
11247,exclusively_absent,,fgenesh1_pm.chr_701_#_609,AO090012000701
11248,unique,AFUA_4G00350,,
11249,unique,AFUA_7G02285,,
11250,unique,,,AO090001000120
11251,exclusively_absent,AFUA_1G01830,,AO090012000697
11252,unique,AFUA_4G09500,,
11253,core,AFUA_5G09900,fgenesh1_pg.chr_102_#_549,AO090010000542
11254,exclusively_absent,AFUA_7G02590,estExt_fgenesh1_pg.C_chr_3010396,
11255,unique,,,AO090023000394
11256,unique,,,AO090009000129
11257,unique,,fgenesh1_pg.chr_402_#_1063,
11258,unique,AFUA_1G16000,,
11259,core,AFUA_1G02670,fgenesh1_pg.chr_202_#_435,AO090005000825
11260,core,AFUA_4G07210,gm1.8114_g,AO090023000854
11261,unique,AFUA_1G13040,,
11262,core,AFUA_3G08310,MIX15541_1_11,AO090005001442
11263,exclusively_absent,AFUA_4G04380,estExt_Genemark1.C_chr_701_t20100,
11264,exclusively_absent,,gw1.101.63.1,AO090138000100
11265,core,AFUA_1G13070,Aspni5.fgenesh1_pg.C_scaffold_3000583,AO090012000583
11266,core,AFUA_1G15920,estExt_fgenesh1_pg.C_chr_202_t20363,AO090005001099
11267,exclusively_absent,,fgenesh1_pg.chr_802_#_459,AO090120000358
11268,unique,,estExt_Genemark1.C_chr_304_t20115,
11269,unique,,fgenesh1_pg.chr_401_#_668,
11270,exclusively_absent,AFUA_6G05320,estExt_Genemark1.C_chr_304_t10003,
11271,unique,,MIX17617_2_20,
11272,unique,,MIX18249_7_46,
11273,core,AFUA_5G11110,MIX4426_33_96,AO090026000733
11274,core,AFUA_4G08880,estExt_fgenesh1_pg.C_chr_602_t10305,AO090023000671
11275,unique,,fgenesh1_pg.chr_802_#_358,
11276,unique,,,AO090103000313
11277,exclusively_absent,AFUA_3G06310,gm1.9574_g,
11278,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_9000222,AO090003000734
11279,exclusively_absent,,estExt_fgenesh1_pg.C_chr_2010249,AO090701000644
11280,unique,,fgenesh1_pg.chr_501_#_135,
11281,unique,,,AO090038000001
11282,unique,,,AO090011000673
11283,unique,,,AO090005000945
11284,core,AFUA_7G06900,Aspni5.fgenesh1_pg.C_scaffold_20000064,AO090308000020
11285,core,AFUA_5G05950,CE25683_192,AO090009000668
11286,core,AFUA_6G07040,CE19107_19,AO090012000943
11287,core,AFUA_1G06840,fgenesh1_pg.chr_801_#_439,AO090001000486
11288,unique,,e_gw1.304.370.1,
11289,core,AFUA_1G09580,gm1.10301_g,AO090012000911
11290,unique,,estExt_fgenesh1_pg.C_chr_202_t10036,
11291,exclusively_absent,AFUA_1G09960,gm1.10357_g,
11292,unique,,Aspni5.e_gw1.3.1642.1,
11293,core,AFUA_3G07550,estExt_Genemark1.C_chr_402_t30029,AO090020000137
11294,unique,AFUA_1G00950,,
11295,unique,,,AO090010000616
11296,unique,,fgenesh1_pm.chr_303_#_39,
11297,unique,,fgenesh1_pg.chr_101_#_127,
11298,core,AFUA_2G15710,gm1.4195_g,AO090012000254
11299,unique,,fgenesh1_pg.chr_402_#_172,
11300,core,AFUA_5G04310,estExt_Genewise1.C_chr_101_t20400,AO090102000637
11301,core,AFUA_6G08870,CE36253_100,AO090001000561
11302,unique,,,AO090023000096
11303,unique,,,AO090038000072
11304,unique,,,AO090023000007
11305,unique,AFUA_2G08140,,
11306,exclusively_absent,,MIX22526_1_11,AO090103000426
11307,unique,AFUA_5G09410,,
11308,unique,AFUA_4G00160,,
11309,unique,,Aspni5.fgenesh1_pg.C_scaffold_2000941,
11310,core,AFUA_6G04410,estExt_Genemark1.C_chr_304_t10095,AO090701000104
11311,unique,,,AO090011000234
11312,unique,,,AO090023000451
11313,unique,,fgenesh1_pg.chr_602_#_371,
11314,unique,AFUA_2G10050,,
11315,core,AFUA_1G10990,estExt_Genemark1.C_chr_802_t10253,AO090038000305
11316,unique,AFUA_3G00570,,
11317,core,AFUA_2G14750,estExt_Genemark1.C_chr_304_t10291,AO090026000804
11318,unique,,Aspni5.fgenesh1_pm.C_scaffold_11000047,
11319,core,AFUA_5G02240,fgenesh1_pg.chr_402_#_818,AO090102000290
11320,unique,,,AO090206000030
11321,unique,,MIX13095_5_45,
11322,core,AFUA_3G11430,gm1.5712_g,AO090003000697
11323,exclusively_absent,,estExt_Genemark1.C_chr_402_t20430,AO090113000110
11324,unique,,fgenesh1_pm.chr_501_#_53,
11325,unique,,fgenesh1_pg.chr_301_#_193,
11326,unique,,Aspni5.fgenesh1_pg.C_scaffold_15000045,
11327,core,AFUA_1G12350,estExt_fgenesh1_pg.C_chr_802_t10371,AO090001000294
11328,unique,AFUA_2G10840,,
11329,exclusively_absent,AFUA_2G05030,gm1.9161_g,
11330,unique,,,AO090138000205
11331,unique,,,AO090120000060
11332,core,AFUA_2G12870,CE19891_132,AO090026000347
11333,unique,,,AO090011000157
11334,unique,,fgenesh1_pg.chr_402_#_371,
11335,unique,,fgenesh1_pg.chr_202_#_283,
11336,exclusively_absent,,fgenesh1_pm.chr_802_#_431,AO090138000053
11337,unique,,,AO090003001253
11338,unique,,,AO090001000126
11339,core,AFUA_6G12960,estExt_fgenesh1_pg.C_chr_802_t20277,AO090003000418
11340,unique,,CE2634_545,
11341,unique,,,AO090138000164
11342,unique,AFUA_8G05260,,
11343,unique,,,AO090010000301
11344,exclusively_absent,,fgenesh1_pg.chr_802_#_231,AO090009000280
11345,exclusively_absent,AFUA_7G07040,fgenesh1_pg.chr_502_#_235,
11346,unique,,gm1.10787_g,
11347,unique,AFUA_3G01590,,
11348,unique,AFUA_4G02760,,
11349,core,AFUA_7G03650,CE4249_82,AO090673000003
11350,exclusively_absent,AFUA_7G03920,Aspni5.gw1.15.191.1,
11351,core,AFUA_3G11980,fgenesh1_pg.chr_402_#_607,AO090003000761
11352,core,AFUA_6G07980,estExt_fgenesh1_pm.C_chr_701_t10167,AO090003000133
11353,core,AFUA_3G07890,estExt_Genewise1Plus.C_chr_402_t40211,AO090005001486
11354,core,AFUA_4G01060,estExt_fgenesh1_pg.C_chr_102_t10212,AO090012000086
11355,unique,,,AO090011000629
11356,unique,,estExt_Genewise1.C_chr_502_t30155,
11357,unique,,gm1.8637_g,
11358,unique,,fgenesh1_pg.chr_303_#_41,
11359,unique,,fgenesh1_pg.chr_602_#_509,
11360,core,AFUA_2G00760,e_gw1.501.269.1,AO090701000321
11361,core,AFUA_1G04540,estExt_fgenesh1_pg.C_chr_202_t10306,AO090003000873
11362,exclusively_absent,AFUA_3G14530,,AO090010000728
11363,core,AFUA_8G01050,fgenesh1_pg.chr_301_#_155,AO090003001071
11364,core,AFUA_1G02070,fgenesh1_pm.chr_202_#_299,AO090005000888
11365,core,AFUA_3G08270,gm1.6080_g,AO090005001450
11366,core,AFUA_6G07710,e_gw1.701.1930.1,AO090003000175
11367,unique,AFUA_4G08690,,
11368,unique,,Aspni5.fgenesh1_pg.C_scaffold_17000082,
11369,core,AFUA_6G08430,fgenesh1_pg.chr_701_#_143,AO090001000499
11370,core,AFUA_6G11210,estExt_Genewise1.C_chr_802_t20072,AO090023000493
11371,unique,,fgenesh1_pg.chr_102_#_566,
11372,unique,,,AO090005000909
11373,exclusively_absent,AFUA_1G13570,estExt_fgenesh1_pg.C_chr_802_t10486,
11374,exclusively_absent,AFUA_2G13210,,AO090026000281
11375,core,AFUA_6G07190,gw1.302.80.1,AO090012000693
11376,core,AFUA_1G03210,estExt_Genemark1.C_chr_202_t10409,AO090005000765
11377,core,AFUA_6G11040,gm1.10815_g,AO090023000516
11378,unique,,MIX23652_8_58,
11379,core,AFUA_1G12510,gw1.502.915.1,AO090009000026
11380,core,AFUA_1G03060,fgenesh1_pg.chr_202_#_418,AO090005000806
11381,unique,,MIX28135_1_8,
11382,unique,,,AO090020000447
11383,exclusively_absent,AFUA_7G05230,CE16807_104,
11384,unique,,,AO090023000111
11385,unique,,,AO090005000064
11386,core,AFUA_2G17250,estExt_fgenesh1_pg.C_chr_6030101,AO090102000092
11387,core,AFUA_4G13670,estExt_Genemark1.C_chr_202_t20279,AO090009000205
11388,unique,AFUA_8G03910,,
11389,core,AFUA_3G01020,MIX3625_3_24,AO090009000080
11390,unique,,gm1.9441_g,
11391,core,AFUA_2G01850,gm1.4757_g,AO090011000425
11392,exclusively_absent,AFUA_4G13600,Aspni5.fgenesh1_pg.C_scaffold_1000437,
11393,exclusively_absent,,fgenesh1_pm.chr_302_#_181,AO090011000190
11394,unique,,Aspni5.fgenesh1_pg.C_scaffold_18000181,
11395,unique,AFUA_2G03890,,
11396,unique,,CE18074_992,
11397,core,AFUA_3G07360,Aspni5.e_gw1.2.787.1,AO090020000180
11398,unique,,,AO090005000282
11399,exclusively_absent,,fgenesh1_pg.chr_602_#_473,AO090102000008
11400,unique,,fgenesh1_pg.chr_802_#_280,
11401,unique,,e_gw1.701.1109.1,
